max_df,min_df,phrase_len,alpha,lin_reg_mse,lasso_mse,ridge_mse,baseline_mse
0.1,0.01,7,0.1,1129.1544631948398,919.41831963122,1120.0780277633255,1125.786406249999
0.1,0.01,7,0.1,12062.391393238291,12272.953418997646,12058.842135224178,12076.315624999997
0.1,0.01,7,0.1,1392.0105690443615,1208.1699123750075,1393.566813874043,1429.040625
0.1,0.01,7,0.1,1475.127669669976,1713.1975097668133,1478.9446492539432,1504.9724999999978
0.1,0.01,7,0.1,1563.865487756478,1217.3673722164808,1564.8460134506793,1614.198906249998
0.1,0.01,7,0.1,1709.6770773353387,1228.7019592020229,1728.75366464125,1748.990625
0.1,0.01,7,0.1,4145.792588464834,1857.6614093491353,4169.585156402232,4391.710624999998
0.1,0.01,7,0.1,4620.331689403415,4209.3257371319,4638.321145848853,4828.41640625
0.1,0.01,7,0.1,5215.181819899239,4881.303182456488,5234.9370541361395,5448.8125
0.1,0.01,7,1,10095.183795280613,10122.72390625,10108.12547797223,10122.72390625
0.1,0.01,7,1,1097.1736477180634,1118.9356249999994,1109.030440081091,1118.9356249999994
0.1,0.01,7,1,1129.1544631948398,1125.786406249999,1132.3631856743766,1125.786406249999
0.1,0.01,7,1,12062.391393238291,12076.315624999997,12061.288042873406,12076.315624999997
0.1,0.01,7,1,1392.0105690443615,1429.040625,1408.6602407643586,1429.040625
0.1,0.01,7,1,1475.127669669976,1504.9724999999978,1489.2735891820425,1504.9724999999978
0.1,0.01,7,1,1563.865487756478,1614.198906249998,1583.600319069572,1614.198906249998
0.1,0.01,7,1,1709.6770773353387,1748.990625,1735.5881816174467,1748.990625
0.1,0.01,7,1,4145.792588464834,4391.710624999998,4270.820883393597,4391.710624999998
0.1,0.01,7,1,4620.331689403415,4828.41640625,4724.078688550786,4828.41640625
0.1,0.01,7,1,5215.181819899239,5448.8125,5331.8442518352185,5448.8125
0.1,0.01,7,10,10095.183795280613,10122.72390625,10120.099121964013,10122.72390625
0.1,0.01,7,10,1097.1736477180634,1118.9356249999994,1116.7854222401993,1118.9356249999994
0.1,0.01,7,10,1129.1544631948398,1125.786406249999,1125.3523447853045,1125.786406249999
0.1,0.01,7,10,12062.391393238291,12076.315624999997,12075.08816059915,12076.315624999997
0.1,0.01,7,10,1392.0105690443615,1429.040625,1425.6049425822555,1429.040625
0.1,0.01,7,10,1475.127669669976,1504.9724999999978,1502.1560556512663,1504.9724999999978
0.1,0.01,7,10,1563.865487756478,1614.198906249998,1608.806107631403,1614.198906249998
0.1,0.01,7,10,1709.6770773353387,1748.990625,1744.768989219694,1748.990625
0.1,0.01,7,10,4145.792588464834,4391.710624999998,4368.415522060831,4391.710624999998
0.1,0.01,7,10,4620.331689403415,4828.41640625,4809.764294923281,4828.41640625
0.1,0.01,7,10,5215.181819899239,5448.8125,5427.220456036313,5448.8125
0.1,0.01,7,100,10095.183795280613,10122.72390625,10122.593353396529,10122.72390625
0.1,0.01,7,100,1097.1736477180634,1118.9356249999994,1118.260951799273,1118.9356249999994
0.1,0.01,7,100,1129.1544631948398,1125.786406249999,1125.3176041532788,1125.786406249999
0.1,0.01,7,100,12062.391393238291,12076.315624999997,12072.995710492027,12076.315624999997
0.1,0.01,7,100,1392.0105690443615,1429.040625,1427.2373063399834,1429.040625
0.1,0.01,7,100,1475.127669669976,1504.9724999999978,1503.7076614295852,1504.9724999999978
0.1,0.01,7,100,1563.865487756478,1614.198906249998,1615.1199323291862,1614.198906249998
0.1,0.01,7,100,1709.6770773353387,1748.990625,1749.7987250271271,1748.990625
0.1,0.01,7,100,4145.792588464834,4391.710624999998,4388.6327433074775,4391.710624999998
0.1,0.01,7,100,4620.331689403415,4828.41640625,4826.937860817553,4828.41640625
0.1,0.01,7,100,5215.181819899239,5448.8125,5445.817830482161,5448.8125
0.1,0.01,9,0.0001,1196.1427009604179,1103.4316871719998,1193.2391492023446,1202.280156250003
0.1,0.01,9,0.0001,1386.4809300947807,1345.0096251424914,1384.7698592012466,1388.161406250003
0.1,0.01,9,0.0001,1495.9178066150828,1387.2173474032395,1497.2761283436719,1549.5656250000009
0.1,0.01,9,0.0001,1643.0522864356815,1654.1513242095637,1641.9540907859034,1686.5106249999985
0.1,0.01,9,0.0001,2698.250784252975,2566.9391698367463,2696.6847612788542,2714.173906250003
0.1,0.01,9,0.0001,3733.4917208377833,4023.1593169962443,3733.468571006514,3746.83515625
0.1,0.01,9,0.0001,4657.922082895619,5348.397164969901,4658.284563445527,4839.370000000001
0.1,0.01,9,0.0001,5099.640789743062,5872.336402164717,5100.744248273515,5291.2125
0.1,0.01,9,0.0001,5310.376909406687,5934.050872879591,5310.450547124785,5483.390625000001
0.1,0.01,9,0.0001,896.6656233084592,1081.8742853765993,892.8445393335869,908.2114062500032
0.1,0.01,9,0.0001,974.4639032516122,1480.7525076890458,975.9518851094838,993.8406249999991
0.1,0.01,9,0.001,1196.1427009604179,1106.5952465857679,1193.4407434211066,1202.280156250003
0.1,0.01,9,0.001,1386.4809300947807,1667.9573894447935,1384.7979597258218,1388.161406250003
0.1,0.01,9,0.001,1495.9178066150828,1339.88000957952,1497.1679987092023,1549.5656250000009
0.1,0.01,9,0.001,1643.0522864356815,2039.7128170302137,1642.1212679318573,1686.5106249999985
0.1,0.01,9,0.001,2698.250784252975,2571.254071698268,2696.914930600846,2714.173906250003
0.1,0.01,9,0.001,3733.4917208377833,4026.9963782430277,3733.48645371952,3746.83515625
0.1,0.01,9,0.001,4657.922082895619,4245.000010135658,4658.463781678271,4839.370000000001
0.1,0.01,9,0.001,5099.640789743062,4799.023178955492,5100.975348666155,5291.2125
0.1,0.01,9,0.001,5310.376909406687,4945.801629902062,5310.571889363121,5483.390625000001
0.1,0.01,9,0.001,896.6656233084592,810.7112215951091,893.2376407044336,908.2114062500032
0.1,0.01,9,0.001,974.4639032516122,2002.652627060866,975.940969844885,993.8406249999991
0.1,0.01,9,0.01,1196.1427009604179,1328.7259946347135,1193.9715702270478,1202.280156250003
0.1,0.01,9,0.01,1386.4809300947807,1485.135932098207,1384.2457554145574,1388.161406250003
0.1,0.01,9,0.01,1495.9178066150828,1370.89286056009,1497.3652215758864,1549.5656250000009
0.1,0.01,9,0.01,1643.0522864356815,1802.1132798300691,1641.9099228475752,1686.5106249999985
0.1,0.01,9,0.01,2698.250784252975,2511.535415909477,2696.0990844794933,2714.173906250003
0.1,0.01,9,0.01,3733.4917208377833,3980.2972296839207,3733.5738498525643,3746.83515625
0.1,0.01,9,0.01,4657.922082895619,4218.668618590926,4660.077369379078,4839.370000000001
0.1,0.01,9,0.01,5099.640789743062,4701.880457701635,5102.787766275459,5291.2125
0.1,0.01,9,0.01,5310.376909406687,4864.739030896004,5312.188604765223,5483.390625000001
0.1,0.01,9,0.01,896.6656233084592,740.5890019236479,894.8010164538825,908.2114062500032
0.1,0.01,9,0.01,974.4639032516122,1788.446190137972,976.1119657989511,993.8406249999991
0.1,0.01,9,0.1,1196.1427009604179,1272.9723169076722,1202.0434926190721,1202.280156250003
0.1,0.01,9,0.1,1386.4809300947807,1157.7809553229959,1384.159061857634,1388.161406250003
0.1,0.01,9,0.1,1495.9178066150828,1406.7011841501453,1503.5653160141349,1549.5656250000009
0.1,0.01,9,0.1,1643.0522864356815,1521.825853505507,1643.5517423365586,1686.5106249999985
0.1,0.01,9,0.1,2698.250784252975,2503.730908314704,2701.902713494093,2714.173906250003
0.1,0.01,9,0.1,3733.4917208377833,3826.8933776899203,3734.609491897031,3746.83515625
0.1,0.01,9,0.1,4657.922082895619,4270.010226658315,4674.659205685895,4839.370000000001
0.1,0.01,9,0.1,5099.640789743062,4773.45055753905,5116.900678143918,5291.2125
0.1,0.01,9,0.1,5310.376909406687,4882.967536004188,5324.2684352045435,5483.390625000001
0.1,0.01,9,0.1,896.6656233084592,633.517983075945,906.0811894215752,908.2114062500032
0.1,0.01,9,0.1,974.4639032516122,1307.821267691576,978.8019819782903,993.8406249999991
0.1,0.01,9,1,1196.1427009604179,1202.280156250003,1204.503416336534,1202.280156250003
0.1,0.01,9,1,1386.4809300947807,1388.161406250003,1390.7592643729824,1388.161406250003
0.1,0.01,9,1,1495.9178066150828,1549.5656250000009,1520.9413210541727,1549.5656250000009
0.1,0.01,9,1,1643.0522864356815,1686.5106249999985,1667.4884521780962,1686.5106249999985
0.1,0.01,9,1,2698.250784252975,2714.173906250003,2700.4583201174064,2714.173906250003
0.1,0.01,9,1,3733.4917208377833,3746.83515625,3739.4571020443364,3746.83515625
0.1,0.01,9,1,4657.922082895619,4839.370000000001,4749.250536835025,4839.370000000001
0.1,0.01,9,1,5099.640789743062,5291.2125,5192.617545320574,5291.2125
0.1,0.01,9,1,5310.376909406687,5483.390625000001,5395.656346608324,5483.390625000001
0.1,0.01,9,1,896.6656233084592,908.2114062500032,904.7863702866028,908.2114062500032
0.1,0.01,9,1,974.4639032516122,993.8406249999991,983.94236701875,993.8406249999991
0.1,0.01,9,10,1196.1427009604179,1202.280156250003,1201.5977205270608,1202.280156250003
0.1,0.01,9,10,1386.4809300947807,1388.161406250003,1387.9066577721285,1388.161406250003
0.1,0.01,9,10,1495.9178066150828,1549.5656250000009,1544.1924364030933,1549.5656250000009
0.1,0.01,9,10,1643.0522864356815,1686.5106249999985,1682.2564046462066,1686.5106249999985
0.1,0.01,9,10,2698.250784252975,2714.173906250003,2712.9378589309954,2714.173906250003
0.1,0.01,9,10,3733.4917208377833,3746.83515625,3745.398369685647,3746.83515625
0.1,0.01,9,10,4657.922082895619,4839.370000000001,4822.465977538213,4839.370000000001
0.1,0.01,9,10,5099.640789743062,5291.2125,5273.357626373205,5291.2125
0.1,0.01,9,10,5310.376909406687,5483.390625000001,5467.296722802395,5483.390625000001
0.1,0.01,9,10,896.6656233084592,908.2114062500032,906.9571535739394,908.2114062500032
0.1,0.01,9,10,974.4639032516122,993.8406249999991,992.0014761132452,993.8406249999991
0.1,0.01,9,100,1196.1427009604179,1202.280156250003,1200.3345814930972,1202.280156250003
0.1,0.01,9,100,1386.4809300947807,1388.161406250003,1386.801311316337,1388.161406250003
0.1,0.01,9,100,1495.9178066150828,1549.5656250000009,1549.912239947862,1549.5656250000009
0.1,0.01,9,100,1643.0522864356815,1686.5106249999985,1687.2292721953247,1686.5106249999985
0.1,0.01,9,100,2698.250784252975,2714.173906250003,2713.262506156949,2714.173906250003
0.1,0.01,9,100,3733.4917208377833,3746.83515625,3746.6809489460165,3746.83515625
0.1,0.01,9,100,4657.922082895619,4839.370000000001,4838.346067140008,4839.370000000001
0.1,0.01,9,100,5099.640789743062,5291.2125,5282.983102886996,5291.2125
0.1,0.01,9,100,5310.376909406687,5483.390625000001,5481.875092878,5483.390625000001
0.1,0.01,9,100,896.6656233084592,908.2114062500032,909.948822965502,908.2114062500032
0.1,0.01,9,100,974.4639032516122,993.8406249999991,993.3085254255682,993.8406249999991
0.1,0.1,1,0.0001,10697.539877460704,25580.759244661393,10642.650300935295,1707.39140625
0.1,0.1,1,0.0001,12327.76649342236,13507.505498332379,11469.985368934029,10127.76640625
0.1,0.1,1,0.0001,12580.286091421976,15438.77384485137,12479.731804324849,4548.519999999999
0.1,0.1,1,0.0001,13641.81148320227,13273.58005169484,13227.59933151682,14022.87890625
0.1,0.1,1,0.0001,14350.174661509276,18425.62370599461,13753.544161978603,655.4124999999999
0.1,0.1,1,0.0001,14457.000385403944,16830.73383434684,14187.877692927568,6198.5914062500015
0.1,0.1,1,0.0001,14758.7942083279,14582.287585058864,14530.936258544065,13464.240624999997
0.1,0.1,1,0.0001,14937.51664738425,16574.56316690473,14537.813340733028,9276.342656250003
0.1,0.1,1,0.0001,15473.099059395308,17626.82972285291,15384.150009560995,14092.592656250004
0.1,0.1,1,0.0001,16922.378035074318,21710.052074801606,16640.12247113198,9599.980156249994
0.1,0.1,1,0.0001,9032.050506894126,21718.936179957665,8927.609222861847,661.91015625
0.1,0.1,1,0.001,10697.539877460704,14050.507415479524,10514.787473255263,1707.39140625
0.1,0.1,1,0.001,12327.76649342236,11569.334839237583,11517.307630947707,10127.76640625
0.1,0.1,1,0.001,12580.286091421976,13051.149285386118,12303.526157619386,4548.519999999999
0.1,0.1,1,0.001,13641.81148320227,14941.70174232884,13209.256505201827,14022.87890625
0.1,0.1,1,0.001,14350.174661509276,13384.104297491012,13672.125177907452,655.4124999999999
0.1,0.1,1,0.001,14457.000385403944,15633.464096480355,14125.11689225204,6198.5914062500015
0.1,0.1,1,0.001,14758.7942083279,14788.820330121118,14515.208924359937,13464.240624999997
0.1,0.1,1,0.001,14937.51664738425,16053.556245969103,14453.995824699796,9276.342656250003
0.1,0.1,1,0.001,15473.099059395308,17054.44124506168,15373.61619066874,14092.592656250004
0.1,0.1,1,0.001,16922.378035074318,19063.46231952628,16609.742796069793,9599.980156249994
0.1,0.1,1,0.001,9032.050506894126,13930.023953179134,8847.871684615384,661.91015625
0.1,0.1,1,0.01,10697.539877460704,8267.379129895324,9731.662024750933,1707.39140625
0.1,0.1,1,0.01,12327.76649342236,10666.953220712228,11345.979754648732,10127.76640625
0.1,0.1,1,0.01,12580.286091421976,13621.870702511078,11460.459716619047,4548.519999999999
0.1,0.1,1,0.01,13641.81148320227,13763.831896695294,13215.951339767687,14022.87890625
0.1,0.1,1,0.01,14350.174661509276,12905.380836154533,12638.557714979617,655.4124999999999
0.1,0.1,1,0.01,14457.000385403944,13940.219978796606,13488.060430019264,6198.5914062500015
0.1,0.1,1,0.01,14758.7942083279,14698.141135603306,14358.479688215986,13464.240624999997
0.1,0.1,1,0.01,14937.51664738425,15360.864392830621,14229.098546579064,9276.342656250003
0.1,0.1,1,0.01,15473.099059395308,15341.13223010776,15307.537297615938,14092.592656250004
0.1,0.1,1,0.01,16922.378035074318,18426.16815650848,16140.036100160603,9599.980156249994
0.1,0.1,1,0.01,9032.050506894126,11390.73679914008,8034.381732548771,661.91015625
0.1,0.1,1,0.1,10697.539877460704,5809.88146098873,6096.207541473812,1707.39140625
0.1,0.1,1,0.1,12327.76649342236,10543.512029978157,11019.110553724046,10127.76640625
0.1,0.1,1,0.1,12580.286091421976,9295.407868684344,7832.637053693749,4548.519999999999
0.1,0.1,1,0.1,13641.81148320227,13975.563727808025,13250.84931156016,14022.87890625
0.1,0.1,1,0.1,14350.174661509276,8046.276990692958,7946.976863680822,655.4124999999999
0.1,0.1,1,0.1,14457.000385403944,11779.975813934125,10326.893774511065,6198.5914062500015
0.1,0.1,1,0.1,14758.7942083279,14063.423307683453,13624.458543110397,13464.240624999997
0.1,0.1,1,0.1,14937.51664738425,13800.200113820847,12610.52850037947,9276.342656250003
0.1,0.1,1,0.1,15473.099059395308,15196.419881943762,14847.300342858074,14092.592656250004
0.1,0.1,1,0.1,16922.378035074318,16374.141759887958,13519.046552640677,9599.980156249994
0.1,0.1,1,0.1,9032.050506894126,6021.39285757442,4191.40044340534,661.91015625
0.1,0.1,1,1,10697.539877460704,1846.9636403971697,2504.546562867584,1707.39140625
0.1,0.1,1,1,12327.76649342236,10610.726328671377,10720.993019789232,10127.76640625
0.1,0.1,1,1,12580.286091421976,5683.921637951256,4942.275971690815,4548.519999999999
0.1,0.1,1,1,13641.81148320227,14633.749452858425,13585.721668453512,14022.87890625
0.1,0.1,1,1,14350.174661509276,2434.705984565315,2400.201127198827,655.4124999999999
0.1,0.1,1,1,14457.000385403944,6322.19814770159,6881.911369787641,6198.5914062500015
0.1,0.1,1,1,14758.7942083279,13938.35109731684,13283.167918609182,13464.240624999997
0.1,0.1,1,1,14937.51664738425,10251.55729406725,10188.635415550007,9276.342656250003
0.1,0.1,1,1,15473.099059395308,14572.116891309332,14139.518853545273,14092.592656250004
0.1,0.1,1,1,16922.378035074318,10822.101733555768,10316.487551948547,9599.980156249994
0.1,0.1,1,1,9032.050506894126,859.2444417929104,1022.784882663125,661.91015625
0.1,0.1,1,10,10697.539877460704,1707.39140625,1749.5098738224224,1707.39140625
0.1,0.1,1,10,12327.76649342236,10127.76640625,10213.892639185864,10127.76640625
0.1,0.1,1,10,12580.286091421976,4548.519999999999,4525.860146845413,4548.519999999999
0.1,0.1,1,10,13641.81148320227,14022.87890625,13889.687621153265,14022.87890625
0.1,0.1,1,10,14350.174661509276,655.4124999999999,787.9656278942799,655.4124999999999
0.1,0.1,1,10,14457.000385403944,6198.5914062500015,6207.507217485103,6198.5914062500015
0.1,0.1,1,10,14758.7942083279,13464.240624999997,13387.651504166706,13464.240624999997
0.1,0.1,1,10,14937.51664738425,9276.342656250003,9360.58670746669,9276.342656250003
0.1,0.1,1,10,15473.099059395308,14092.592656250004,14040.849365615786,14092.592656250004
0.1,0.1,1,10,16922.378035074318,9599.980156249994,9633.493075534385,9599.980156249994
0.1,0.1,1,10,9032.050506894126,661.91015625,659.9561151554342,661.91015625
0.1,0.1,1,100,10697.539877460704,1707.39140625,1709.942802209164,1707.39140625
0.1,0.1,1,100,12327.76649342236,10127.76640625,10134.272157241745,10127.76640625
0.1,0.1,1,100,12580.286091421976,4548.519999999999,4543.918536344651,4548.519999999999
0.1,0.1,1,100,13641.81148320227,14022.87890625,14009.583507583084,14022.87890625
0.1,0.1,1,100,14350.174661509276,655.4124999999999,665.0094067041098,655.4124999999999
0.1,0.1,1,100,14457.000385403944,6198.5914062500015,6196.396952894791,6198.5914062500015
0.1,0.1,1,100,14758.7942083279,13464.240624999997,13450.751186971145,13464.240624999997
0.1,0.1,1,100,14937.51664738425,9276.342656250003,9280.625858602905,9276.342656250003
0.1,0.1,1,100,15473.099059395308,14092.592656250004,14082.74789522528,14092.592656250004
0.1,0.1,1,100,16922.378035074318,9599.980156249994,9602.454913650823,9599.980156249994
0.1,0.1,1,100,9032.050506894126,661.91015625,661.1221118102842,661.91015625
0.1,0.1,3,0.0001,11094.837698655692,10016.632110529683,10400.402116377569,4206.990625
0.1,0.1,3,0.0001,12242.89046387969,18059.523409561516,11668.32791790857,4382.42890625
0.1,0.1,3,0.0001,12279.366778500624,19527.0264542783,11765.83163419836,4823.150625000001
0.1,0.1,3,0.0001,12655.005403113051,16987.165741790435,12180.97037680308,5240.05
0.1,0.1,3,0.0001,14102.185154316734,16787.950551876358,13367.909925421995,9240.920156250002
0.1,0.1,3,0.0001,14419.393804494877,12929.824486529356,13865.998045653168,9196.83640625
0.1,0.1,3,0.0001,14641.597929147174,18642.969363575634,14643.764560144235,14760.860625000005
0.1,0.1,3,0.0001,15377.775794311208,24441.734391378406,14955.318779661486,860.8826562499983
0.1,0.1,3,0.0001,17371.979703371522,17822.421312462026,17030.79615482745,9313.855156250002
0.1,0.1,3,0.0001,8354.25878948734,10183.882821796822,7995.44493608548,1349.9125
0.1,0.1,3,0.0001,9203.653152909405,10556.785476906625,9092.623876205133,1736.2176562500038
0.1,0.1,3,0.001,11094.837698655692,13101.97286137474,10319.131712838265,4206.990625
0.1,0.1,3,0.001,12242.89046387969,17152.311243708496,11562.87557416498,4382.42890625
0.1,0.1,3,0.001,12279.366778500624,12626.877519045967,11677.947372437784,4823.150625000001
0.1,0.1,3,0.001,12655.005403113051,16262.638999269479,12066.262021286591,5240.05
0.1,0.1,3,0.001,14102.185154316734,15588.143336331428,13342.299086009767,9240.920156250002
0.1,0.1,3,0.001,14419.393804494877,14682.65611827776,13842.136225453392,9196.83640625
0.1,0.1,3,0.001,14641.597929147174,15325.50798526887,14622.630392372163,14760.860625000005
0.1,0.1,3,0.001,15377.775794311208,17900.275578468096,14784.618567350848,860.8826562499983
0.1,0.1,3,0.001,17371.979703371522,19813.81710890658,16937.599553101863,9313.855156250002
0.1,0.1,3,0.001,8354.25878948734,10756.176399109852,7995.494750203358,1349.9125
0.1,0.1,3,0.001,9203.653152909405,11304.524015500556,9005.150543468179,1736.2176562500038
0.1,0.1,3,0.01,11094.837698655692,15900.495393663141,9479.881868386654,4206.990625
0.1,0.1,3,0.01,12242.89046387969,15512.717243692017,10670.043171712485,4382.42890625
0.1,0.1,3,0.01,12279.366778500624,13657.045634930739,10850.025156004911,4823.150625000001
0.1,0.1,3,0.01,12655.005403113051,14868.283116693821,11268.40332942266,5240.05
0.1,0.1,3,0.01,14102.185154316734,15009.320130015167,13148.215406087586,9240.920156250002
0.1,0.1,3,0.01,14419.393804494877,14554.880049027754,13626.20648989098,9196.83640625
0.1,0.1,3,0.01,14641.597929147174,14628.709779119585,14635.356458150194,14760.860625000005
0.1,0.1,3,0.01,15377.775794311208,14806.133066623468,13922.256619815482,860.8826562499983
0.1,0.1,3,0.01,17371.979703371522,16726.11690068122,16062.94346031908,9313.855156250002
0.1,0.1,3,0.01,8354.25878948734,11035.366527054615,7060.508977682235,1349.9125
0.1,0.1,3,0.01,9203.653152909405,13502.918200148342,8292.927904998913,1736.2176562500038
0.1,0.1,3,0.1,11094.837698655692,9471.868614776951,6346.978135114268,4206.990625
0.1,0.1,3,0.1,12242.89046387969,10101.684374571108,7063.369161099223,4382.42890625
0.1,0.1,3,0.1,12279.366778500624,10821.637619161087,7490.720337881443,4823.150625000001
0.1,0.1,3,0.1,12655.005403113051,10292.080396624553,8096.837908689432,5240.05
0.1,0.1,3,0.1,14102.185154316734,13339.64057972725,12071.0698831788,9240.920156250002
0.1,0.1,3,0.1,14419.393804494877,12209.212729035096,12420.134695947429,9196.83640625
0.1,0.1,3,0.1,14641.597929147174,15363.01148940342,14586.531289295297,14760.860625000005
0.1,0.1,3,0.1,15377.775794311208,10799.095415737986,8825.210012443886,860.8826562499983
0.1,0.1,3,0.1,17371.979703371522,13316.87094057641,12610.379088692498,9313.855156250002
0.1,0.1,3,0.1,8354.25878948734,5391.374254500273,3686.0486807258653,1349.9125
0.1,0.1,3,0.1,9203.653152909405,8402.83945689692,5281.181755677057,1736.2176562500038
0.1,0.1,3,1,11094.837698655692,5586.826697187605,4106.508174315188,4206.990625
0.1,0.1,3,1,12242.89046387969,5023.03468227818,4309.51434840993,4382.42890625
0.1,0.1,3,1,12279.366778500624,5458.530701862571,5044.526981916118,4823.150625000001
0.1,0.1,3,1,12655.005403113051,6000.639623084435,5698.8065917876775,5240.05
0.1,0.1,3,1,14102.185154316734,9889.950262036273,10154.33309807457,9240.920156250002
0.1,0.1,3,1,14419.393804494877,9825.597795162863,10300.037718353322,9196.83640625
0.1,0.1,3,1,14641.597929147174,15475.794073468696,14498.670840619652,14760.860625000005
0.1,0.1,3,1,15377.775794311208,1106.6391995676306,2385.967907885067,860.8826562499983
0.1,0.1,3,1,17371.979703371522,9793.83228607225,10014.320086176864,9313.855156250002
0.1,0.1,3,1,8354.25878948734,1673.5928912295683,1721.030059781419,1349.9125
0.1,0.1,3,1,9203.653152909405,2645.3373213666464,2356.7078118539166,1736.2176562500038
0.1,0.1,3,10,11094.837698655692,4206.990625,4032.6454999909993,4206.990625
0.1,0.1,3,10,12242.89046387969,4382.42890625,4232.64229943477,4382.42890625
0.1,0.1,3,10,12279.366778500624,4823.150625000001,4777.891279106731,4823.150625000001
0.1,0.1,3,10,12655.005403113051,5240.05,5224.33277672274,5240.05
0.1,0.1,3,10,14102.185154316734,9240.920156250002,9313.581189975408,9240.920156250002
0.1,0.1,3,10,14419.393804494877,9196.83640625,9312.632416140068,9196.83640625
0.1,0.1,3,10,14641.597929147174,14760.860625000005,14635.070852653624,14760.860625000005
0.1,0.1,3,10,15377.775794311208,860.8826562499983,954.6056139356349,860.8826562499983
0.1,0.1,3,10,17371.979703371522,9313.855156250002,9350.437982410262,9313.855156250002
0.1,0.1,3,10,8354.25878948734,1349.9125,1371.838405295673,1349.9125
0.1,0.1,3,10,9203.653152909405,1736.2176562500038,1717.475127311929,1736.2176562500038
0.1,0.1,3,100,11094.837698655692,4206.990625,4182.981027091771,4206.990625
0.1,0.1,3,100,12242.89046387969,4382.42890625,4361.948846825142,4382.42890625
0.1,0.1,3,100,12279.366778500624,4823.150625000001,4814.014082325531,4823.150625000001
0.1,0.1,3,100,12655.005403113051,5240.05,5234.569244615096,5240.05
0.1,0.1,3,100,14102.185154316734,9240.920156250002,9247.765052136787,9240.920156250002
0.1,0.1,3,100,14419.393804494877,9196.83640625,9205.561856211481,9196.83640625
0.1,0.1,3,100,14641.597929147174,14760.860625000005,14741.51935117308,14760.860625000005
0.1,0.1,3,100,15377.775794311208,860.8826562499983,868.2687574037136,860.8826562499983
0.1,0.1,3,100,17371.979703371522,9313.855156250002,9312.457999758735,9313.855156250002
0.1,0.1,3,100,8354.25878948734,1349.9125,1350.1810870124505,1349.9125
0.1,0.1,3,100,9203.653152909405,1736.2176562500038,1732.379648834325,1736.2176562500038
0.1,0.1,5,0.0001,11537.882488645339,14627.432343768643,11507.812837120908,5391.560156249999
0.1,0.1,5,0.0001,11614.91170399955,14052.761911345315,11470.536792772584,785.3125
0.1,0.1,5,0.0001,11682.675767955601,14774.128315190577,11630.358475515208,3766.44765625
0.1,0.1,5,0.0001,12284.340900578056,13686.724448431085,11717.15703631147,9110.849999999997
0.1,0.1,5,0.0001,12478.431335449324,13337.010137746189,12109.23910097536,9407.76015625
0.1,0.1,5,0.0001,13670.51903049952,17745.610251410882,13333.827778082094,3984.5125
0.1,0.1,5,0.0001,14114.800987063407,20155.57430437937,13077.196018347347,5296.107656249999
0.1,0.1,5,0.0001,7576.076368060659,12864.720096514135,7621.068726475239,1918.735624999998
0.1,0.1,5,0.0001,8623.01768743602,11851.861080898938,8610.713098840683,1306.5351562500014
0.1,0.1,5,0.0001,9046.453023950618,14692.678078568508,8995.558980175267,988.2676562500026
0.1,0.1,5,0.0001,9926.332021787819,22164.709049856858,9849.444543467822,998.2906250000015
0.1,0.1,5,0.001,11537.882488645339,10674.73002051128,11447.501992668918,5391.560156249999
0.1,0.1,5,0.001,11614.91170399955,12819.890827482697,11354.360441646339,785.3125
0.1,0.1,5,0.001,11682.675767955601,17533.12620231964,11539.34598688112,3766.44765625
0.1,0.1,5,0.001,12284.340900578056,14545.055013907015,11726.170369132891,9110.849999999997
0.1,0.1,5,0.001,12478.431335449324,10935.70288532216,12106.028745748818,9407.76015625
0.1,0.1,5,0.001,13670.51903049952,16476.66943730005,13188.075989733989,3984.5125
0.1,0.1,5,0.001,14114.800987063407,13977.83968243453,12854.922841880938,5296.107656249999
0.1,0.1,5,0.001,7576.076368060659,9966.296504193868,7573.787115303865,1918.735624999998
0.1,0.1,5,0.001,8623.01768743602,11000.493203832662,8548.008499965767,1306.5351562500014
0.1,0.1,5,0.001,9046.453023950618,15451.418136375007,8906.839169758921,988.2676562500026
0.1,0.1,5,0.001,9926.332021787819,14466.6497888332,9683.617525080654,998.2906250000015
0.1,0.1,5,0.01,11537.882488645339,10166.606723684188,10949.916826456549,5391.560156249999
0.1,0.1,5,0.01,11614.91170399955,13375.554871391398,10417.299525211418,785.3125
0.1,0.1,5,0.01,11682.675767955601,19442.251198967027,10414.855907973199,3766.44765625
0.1,0.1,5,0.01,12284.340900578056,13734.08754402494,11582.504789106519,9110.849999999997
0.1,0.1,5,0.01,12478.431335449324,10360.79362542232,11928.891024878663,9407.76015625
0.1,0.1,5,0.01,13670.51903049952,14767.421799567757,11991.213600277977,3984.5125
0.1,0.1,5,0.01,14114.800987063407,12949.6030243022,11886.642955588817,5296.107656249999
0.1,0.1,5,0.01,7576.076368060659,11133.475206199375,7027.006676593376,1918.735624999998
0.1,0.1,5,0.01,8623.01768743602,9162.53322634767,7952.1489501933465,1306.5351562500014
0.1,0.1,5,0.01,9046.453023950618,12437.620731125155,8146.47219722222,988.2676562500026
0.1,0.1,5,0.01,9926.332021787819,11226.931825343596,8682.571816089201,998.2906250000015
0.1,0.1,5,0.1,11537.882488645339,8786.312029809491,8344.989716946198,5391.560156249999
0.1,0.1,5,0.1,11614.91170399955,7772.23463757511,5919.0582340441215,785.3125
0.1,0.1,5,0.1,11682.675767955601,8710.023120603913,5906.982627486184,3766.44765625
